,Rides lost ,latitude,longitude
1079,621,52.497,13.465
1080,603,52.51,13.416
1081,463,52.479,13.437
1082,563,52.537,13.285
1083,619,52.519,13.4
1084,524,52.527,13.331
1085,471,52.489,13.349
1086,662,52.497,13.392
1087,397,52.501,13.322
1088,495,52.453,13.51
1089,584,52.483,13.438
1090,488,52.507,13.314
1091,502,52.551,13.384
1092,531,52.498,13.43
1093,438,52.511,13.292
1094,548,52.498,13.431
1095,535,52.497,13.432
1096,448,52.505,13.318
1097,545,52.503,13.344
1098,446,52.501,13.424
1099,531,52.536,13.434
1100,511,52.482,13.41
1101,482,52.53,13.461
1102,443,52.553,13.38
1103,472,52.527,13.304
1104,477,52.532,13.413
1105,513,52.502,13.429
1106,461,52.46,13.373
1107,507,52.387,13.41
1108,692,52.435,13.541
1109,383,52.565,13.445
1110,525,52.477,13.343
1111,507,52.51,13.498
1112,487,52.472,13.446
1113,397,52.486,13.357
1114,563,52.487,13.3
1115,394,52.502,13.41
1116,435,52.467,13.367
1117,625,52.453,13.439
1118,527,52.504,13.408
1119,494,52.523,13.407
1120,574,52.545,13.428
1121,464,52.488,13.374
1122,575,52.505,13.445
1123,565,52.512,13.394
1124,514,52.559,13.386
1125,429,52.397,13.046
1126,484,52.492,13.436
1127,370,52.561,13.365
1128,520,52.528,13.364
1129,652,52.512,13.376
1130,478,52.514,13.288
1131,388,52.517,13.308
1132,582,52.501,13.42
1133,505,52.488,13.301
1134,677,52.505,13.339
1135,526,52.48,13.298
1136,511,52.486,13.446
1137,729,52.523,13.371
1138,639,52.497,13.45
1139,448,52.522,13.436
1140,449,52.502,13.416
1141,529,52.459,13.525
1142,601,52.527,13.479
1143,470,52.503,13.483
1144,515,52.509,13.461
1145,462,52.545,13.391
1146,501,52.531,13.361
1147,477,52.503,13.384
1148,566,52.509,13.39
1149,482,52.551,13.367
1150,549,52.475,13.467
1151,441,52.536,13.422
1152,444,52.495,13.439
1153,617,52.597,13.36
1154,514,52.536,13.295
1155,841,52.525,13.37
1156,553,52.512,13.401
1157,492,52.502,13.425
1158,752,52.472,13.465
1159,518,52.482,13.439
1160,510,52.525,13.408
1161,572,52.527,13.48
1162,495,52.543,13.442
1163,368,52.473,13.308
1164,666,52.513,13.378
1165,401,52.504,13.404
1166,545,52.45,13.27
1167,543,52.595,13.333
1168,534,52.502,13.386
1169,413,52.533,13.401
1170,489,52.5,13.362
1171,403,52.553,13.348
1172,437,52.502,13.433
1173,457,52.502,13.313
1174,483,52.392,13.092
1175,456,52.501,13.453
1176,370,52.502,13.263
1177,468,52.495,13.398
1178,486,52.528,13.416
1179,631,52.605,13.353
1180,552,52.516,13.419
1181,529,52.5,13.43
1182,478,52.49,13.407
1183,415,52.501,13.337
1184,498,52.549,13.413
1185,550,52.541,13.411
1186,513,52.5,13.407
1187,528,52.487,13.437
1188,423,52.531,13.411
1189,504,52.519,13.388
1190,558,52.394,13.406
1191,492,52.542,13.37
1192,506,52.518,13.43
1193,509,52.554,13.415
1194,611,52.517,13.389
1195,495,52.538,13.41
1196,510,52.51,13.421
1197,421,52.534,13.379
1198,521,52.502,13.419
1199,512,52.499,13.382
1200,555,52.471,13.465
1201,491,52.512,13.452
1202,426,52.568,13.362
1203,545,52.555,13.384
1204,490,52.597,13.354
1205,393,52.491,13.404
1206,474,52.507,13.382
1207,549,52.52,13.38
1208,534,52.545,13.363
1209,545,52.494,13.436
1210,683,52.539,13.232
1211,588,52.526,13.39
1212,381,52.517,13.42
1213,525,52.432,13.383
1214,474,52.506,13.348
1215,563,52.499,13.395
1216,330,52.539,13.405
1217,475,52.506,13.317
1218,487,52.402,13.058
1219,621,52.463,13.434
1220,434,52.489,13.397
1221,526,52.54,13.359
1222,557,52.548,13.365
1223,510,52.557,13.377
1224,394,52.502,13.317
1225,552,52.527,13.344
1226,518,52.528,13.394
1227,493,52.523,13.392
1228,467,52.532,13.429
1229,437,52.436,13.273
1230,560,52.506,13.438
1231,413,52.547,13.413
1232,407,52.53,13.411
1233,455,52.534,13.421
1234,471,52.492,13.428
1235,505,52.545,13.378
1236,392,52.527,13.336
1237,606,52.526,13.519
1238,485,52.524,13.334
1239,483,52.589,13.289
1240,396,52.486,13.345
1241,500,52.605,13.358
1242,482,52.43,13.455
1243,513,52.535,13.328
1244,451,52.479,13.371
1245,536,52.503,13.374
1246,516,52.555,13.397
1247,403,52.529,13.406
1248,400,52.505,13.317
1249,332,52.498,13.323
1250,517,52.508,13.454
1251,412,52.498,13.444
1252,410,52.542,13.393
1253,498,52.506,13.324
1254,525,52.496,13.421
1255,431,52.487,13.32
1256,532,52.55,13.391
1257,478,52.503,13.341
1258,518,52.523,13.395
1259,572,52.54,13.414
1260,485,52.516,13.455
1261,651,52.527,13.369
1262,429,52.479,13.297
1263,481,52.474,13.366
1264,511,52.496,13.434
1265,460,52.491,13.396
1266,459,52.502,13.344
1267,404,52.531,13.406
1268,416,52.509,13.415
1269,474,52.499,13.443
1270,458,52.512,13.456
1271,484,52.447,13.361
1272,611,52.494,13.462
1273,585,52.504,13.366
1274,465,52.502,13.424
1275,424,52.49,13.355
1276,652,52.56,13.381
1277,489,52.478,13.439
1278,408,52.49,13.382
1279,453,52.497,13.425
1280,500,52.546,13.406
1281,458,52.508,13.467
1282,507,52.559,13.379
1283,425,52.495,13.309
1284,466,52.55,13.389
1285,454,52.442,13.457
1286,424,52.491,13.315
1287,532,52.504,13.384
1288,596,52.511,13.401
1289,505,52.467,13.309
1290,414,52.528,13.408
1291,547,52.531,13.382
1292,500,52.489,13.422
1293,439,52.499,13.312
1294,436,52.5,13.322
1295,501,52.566,13.412
1296,520,52.516,13.44
1297,569,52.504,13.34
1298,464,52.53,13.343
1299,392,52.464,13.328
1300,445,52.5,13.437
1301,420,52.535,13.409
1302,539,52.537,13.263
1303,354,52.522,13.435
1304,411,52.488,13.375
1305,438,52.499,13.307
1306,472,52.532,13.35
1307,521,52.391,13.091
1308,477,52.491,13.424
1309,460,52.519,13.453
1310,607,52.461,13.521
1311,425,52.504,13.402
1312,486,52.505,13.328
1313,391,52.5,13.341
1314,482,52.551,13.352
1315,502,52.523,13.388
1316,525,52.453,13.384
1317,391,52.492,13.413
1318,555,52.52,13.39
1319,960,52.538,13.185
1320,418,52.561,13.422
1321,518,52.494,13.437
1322,522,52.506,13.47
1323,440,52.469,13.443
1324,453,52.549,13.349
1325,468,52.526,13.339
1326,491,52.551,13.368
1327,459,52.529,13.385
1328,541,52.436,13.346
1329,405,52.494,13.44
1330,428,52.477,13.33
1331,417,52.488,13.365
1332,435,52.533,13.412
1333,426,52.497,13.424
1334,484,52.5,13.392
1335,456,52.528,13.424
1336,534,52.462,13.446
1337,379,52.484,13.43
1338,529,52.492,13.417
1339,446,52.388,13.41
1340,483,52.508,13.258
1341,402,52.534,13.371
1342,442,52.489,13.424
1343,466,52.507,13.295
1344,548,52.525,13.42
1345,467,52.539,13.425
1346,386,52.513,13.407
1347,460,52.517,13.454
1348,456,52.526,13.33
1349,590,52.479,13.446
1350,510,52.505,13.342
1351,470,52.534,13.496
1352,496,52.504,13.334
1353,334,52.539,13.384
1354,375,52.47,13.349
1355,518,52.528,13.456
1356,452,52.5,13.434
1357,456,52.509,13.389
1358,383,52.506,13.321
1359,478,52.415,13.402
1360,545,52.479,13.474
1361,449,52.533,13.413
1362,513,52.534,13.437
1363,496,52.556,13.374
1364,429,52.529,13.393
1365,480,52.505,13.397
1366,405,52.53,13.327
1367,368,52.494,13.345
1368,417,52.505,13.33
1369,448,52.507,13.393
1370,385,52.55,13.363
1371,446,52.546,13.349
1372,523,52.503,13.365
1373,330,52.492,13.323
1374,464,52.595,13.334
1375,415,52.492,13.418
1376,404,52.462,13.325
1377,343,52.438,13.262
1378,454,52.548,13.404
1379,553,52.554,13.392
1380,399,52.535,13.398
1381,513,52.504,13.443
1382,442,52.495,13.367
1383,437,52.503,13.407
1384,556,52.523,13.367
1385,433,52.417,13.494
1386,544,52.524,13.417
1387,394,52.491,13.405
1388,298,52.502,13.305
1389,385,52.543,13.412
1390,439,52.503,13.415
1391,353,52.449,13.385
1392,520,52.498,13.417
1393,446,52.53,13.392
1394,457,52.508,13.45
1395,450,52.496,13.26
1396,358,52.491,13.41
1397,420,52.514,13.454
1398,530,52.568,13.311
1399,485,52.501,13.329
1400,434,52.487,13.432
1401,416,52.494,13.354
1402,377,52.519,13.417
1403,415,52.5,13.339
1404,416,52.48,13.324
1405,509,52.483,13.402
1406,401,52.499,13.363
1407,490,52.498,13.425
1408,441,52.455,13.511
1409,406,52.546,13.42
1410,431,52.5,13.424
1411,527,52.509,13.349
1412,425,52.511,13.461
1413,459,52.437,13.449
1414,508,52.531,13.3
1415,352,52.498,13.3
1416,534,52.511,13.368
1417,666,52.525,13.392
1418,406,52.491,13.391
1419,527,52.557,13.375
1420,504,52.498,13.385
1421,339,52.495,13.366
1422,442,52.523,13.478
1423,435,52.49,13.315
1424,458,52.533,13.414
1425,464,52.527,13.353
1426,440,52.507,13.303
1427,491,52.482,13.409
1428,376,52.532,13.366
1429,420,52.459,13.33
1430,487,52.545,13.37
1431,471,52.492,13.426
1432,486,52.576,13.294
1433,434,52.503,13.414
1434,454,52.424,13.485
1435,534,52.524,13.392
1436,349,52.486,13.375
1437,375,52.492,13.383
1438,311,52.493,13.323
1439,493,52.477,13.423
1440,531,52.497,13.449
1441,651,52.525,13.391
1442,405,52.524,13.439
1443,453,52.506,13.402
1444,394,52.524,13.333
1445,420,52.534,13.328
1446,381,52.535,13.4
1447,430,52.469,13.373
1448,391,52.497,13.346
1449,358,52.47,13.34
1450,380,52.535,13.406
1451,535,52.472,13.386
1452,400,52.447,13.385
1453,395,52.496,13.343
1454,437,52.508,13.302
1455,334,52.387,13.4
1456,396,52.548,13.397
1457,432,52.539,13.376
1458,589,52.522,13.411
1459,512,52.55,13.351
1460,426,52.511,13.501
1461,332,52.514,13.395
1462,435,52.537,13.287
1463,512,52.476,13.426
1464,408,52.551,13.366
1465,464,52.519,13.454
1466,367,52.493,13.367
1467,468,52.515,13.464
1468,328,52.451,13.34
1469,585,52.521,13.411
1470,585,52.526,13.537
1471,479,52.508,13.328
1472,418,52.481,13.436
1473,346,52.527,13.335
1474,432,52.544,13.416
1475,433,52.476,13.386
1476,443,52.501,13.44
1477,466,52.523,13.477
1478,376,52.55,13.377
1479,514,52.527,13.355
1480,408,52.53,13.397
1481,419,52.473,13.314
1482,449,52.499,13.411
1483,389,52.499,13.313
1484,408,52.51,13.433
1485,452,52.503,13.343
1486,476,52.548,13.414
1487,435,52.554,13.383
1488,432,52.479,13.45
1489,457,52.51,13.271
1490,510,52.512,13.377
1491,431,52.531,13.317
1492,570,52.535,13.196
1493,546,52.505,13.336
1494,400,52.521,13.322
1495,371,52.486,13.362
1496,405,52.522,13.45
1497,376,52.492,13.361
1498,337,52.548,13.357
1499,492,52.513,13.476
1500,863,52.574,13.375
1501,367,52.485,13.427
1502,436,52.519,13.291
1503,430,52.485,13.438
1504,454,52.5,13.361
1505,394,52.53,13.405
1506,413,52.457,13.322
1507,422,52.551,13.37
1508,439,52.509,13.466
1509,467,52.563,13.374
1510,405,52.504,13.486
1511,384,52.511,13.323
1512,461,52.56,13.382
1513,436,52.491,13.448
1514,445,52.527,13.338
1515,570,52.509,13.376
1516,404,52.512,13.392
1517,428,52.528,13.389
1518,412,52.473,13.366
1519,486,52.524,13.407
1520,368,52.498,13.297
1521,417,52.528,13.412
1522,317,52.532,13.408
1523,469,52.525,13.403
1524,330,52.492,13.327
1525,359,52.489,13.302
1526,415,52.507,13.373
1527,423,52.533,13.36
1528,414,52.489,13.392
1529,440,52.526,13.307
1530,514,52.503,13.366
1531,529,52.473,13.456
1532,379,52.477,13.363
1533,525,52.512,13.417
1534,358,52.498,13.319
1535,451,52.53,13.383
1536,498,52.55,13.385
1537,493,52.395,13.059
1538,396,52.54,13.418
1539,393,52.512,13.31
1540,350,52.531,13.397
1541,411,52.533,13.409
1542,459,52.514,13.472
1543,402,52.465,13.326
1544,577,52.504,13.352
1545,458,52.499,13.352
1546,592,52.514,13.35
1547,447,52.529,13.409
1548,427,52.516,13.391
1549,402,52.492,13.394
1550,369,52.57,13.361
1551,243,52.473,13.302
1552,331,52.503,13.308
1553,458,52.514,13.422
1554,442,52.488,13.432
1555,451,52.497,13.443
1556,436,52.51,13.392
1557,412,52.46,13.342
1558,389,52.545,13.421
1559,422,52.511,13.449
1560,440,52.471,13.328
1561,478,52.485,13.444
1562,496,52.435,13.26
1563,421,52.53,13.345
1564,361,52.495,13.434
1565,371,52.512,13.499
1566,427,52.498,13.45
1567,466,52.511,13.402
1568,473,52.431,13.449
1569,380,52.53,13.415
1570,447,52.581,13.364
1571,502,52.501,13.283
1572,433,52.514,13.405
1573,477,52.497,13.362
1574,346,52.55,13.459
1575,277,52.47,13.463
1576,419,52.5,13.461
1577,327,52.523,13.324
1578,468,52.483,13.435
1579,511,52.499,13.41
1580,427,52.529,13.343
1581,485,52.505,13.448
1582,405,52.51,13.302
1583,353,52.465,13.327
1584,454,52.478,13.44
1585,431,52.557,13.378
1586,343,52.505,13.474
1587,401,52.458,13.384
1588,390,52.513,13.389
1589,395,52.513,13.453
1590,378,52.516,13.426
1591,475,52.458,13.451
1592,404,52.559,13.414
1593,367,52.548,13.347
1594,389,52.508,13.399
1595,373,52.488,13.331
1596,363,52.514,13.438
1597,469,52.484,13.433
1598,352,52.519,13.326
1599,364,52.513,13.297
1600,367,52.533,13.368
1601,373,52.53,13.298
1602,454,52.54,13.395
1603,427,52.498,13.34
1604,410,52.5,13.44
1605,460,52.5,13.41
1606,460,52.508,13.405
1607,376,52.513,13.327
1608,402,52.505,13.3
1609,431,52.53,13.334
1610,426,52.512,13.39
1611,394,52.526,13.408
1612,401,52.5,13.323
1613,391,52.491,13.294
1614,285,52.464,13.486
1615,405,52.506,13.431
1616,243,52.515,13.438
1617,372,52.492,13.38
1618,425,52.546,13.369
1619,439,52.51,13.282
1620,383,52.505,13.398
1621,355,52.501,13.436
1622,400,52.547,13.418
1623,407,52.501,13.437
1624,450,52.515,13.394
1625,502,52.488,13.43
1626,352,52.533,13.398
1627,342,52.513,13.448
1628,312,52.492,13.365
1629,359,52.487,13.355
1630,440,52.535,13.354
1631,352,52.507,13.326
1632,390,52.511,13.442
1633,476,52.485,13.387
1634,366,52.483,13.433
1635,346,52.515,13.291
1636,419,52.519,13.452
1637,514,52.536,13.344
1638,407,52.51,13.378
1639,387,52.518,13.306
1640,470,52.438,13.388
1641,439,52.601,13.324
1642,411,52.513,13.482
1643,368,52.537,13.419
1644,405,52.517,13.29
1645,414,52.475,13.364
1646,434,52.527,13.491
1647,338,52.452,13.435
1648,328,52.536,13.42
1649,354,52.508,13.394
1650,314,52.513,13.431
1651,410,52.504,13.303
1652,427,52.399,13.41
1653,527,52.498,13.387
1654,394,52.503,13.421
1655,550,52.533,13.199
1656,416,52.476,13.467
1657,370,52.545,13.423
1658,404,52.516,13.425
1659,514,52.48,13.455
1660,470,52.561,13.388
1661,431,52.547,13.401
1662,474,52.506,13.283
1663,366,52.488,13.323
1664,362,52.479,13.449
1665,354,52.501,13.318
1666,539,52.508,13.364
1667,422,52.479,13.31
1668,417,52.5,13.417
1669,376,52.481,13.439
1670,446,52.456,13.32
1671,497,52.513,13.477
1672,426,52.5,13.409
1673,386,52.534,13.344
1674,457,52.507,13.347
1675,442,52.391,13.117
1676,449,52.471,13.441
1677,388,52.5,13.4
1678,349,52.539,13.408
1679,404,52.5,13.415
1680,348,52.502,13.32
1681,353,52.496,13.428
1682,352,52.484,13.377
1683,372,52.51,13.274
1684,422,52.49,13.294
1685,408,52.497,13.367
1686,460,52.464,13.474
1687,440,52.555,13.391
1688,301,52.458,13.33
1689,427,52.564,13.377
1690,425,52.472,13.451
1691,363,52.387,13.401
1692,342,52.495,13.43
1693,457,52.505,13.444
1694,437,52.525,13.33
1695,365,52.522,13.448
1696,471,52.429,13.466
1697,333,52.506,13.496
1698,433,52.531,13.328
1699,441,52.513,13.483
1700,412,52.545,13.413
1701,405,52.577,13.315
1702,400,52.459,13.385
1703,373,52.493,13.305
1704,367,52.487,13.394
1705,399,52.536,13.272
1706,344,52.505,13.446
1707,443,52.529,13.418
1708,533,52.413,13.393
1709,305,52.462,13.326
1710,479,52.506,13.45
1711,303,52.491,13.371
1712,379,52.575,13.348
1713,399,52.485,13.429
1714,381,52.522,13.328
1715,317,52.497,13.446
1716,396,52.468,13.32
1717,409,52.457,13.323
1718,427,52.504,13.344
1719,335,52.5,13.435
1720,463,52.429,13.329
1721,363,52.499,13.415
1722,455,52.378,13.417
1723,326,52.521,13.334
1724,342,52.547,13.407
1725,376,52.494,13.446
1726,426,52.515,13.453
1727,392,52.5,13.436
1728,356,52.414,13.401
1729,398,52.455,13.323
1730,395,52.516,13.332
1731,410,52.481,13.454
1732,415,52.546,13.398
1733,428,52.568,13.373
1734,331,52.509,13.314
1735,391,52.493,13.438
1736,466,52.505,13.443
1737,447,52.499,13.431
1738,362,52.496,13.346
1739,349,52.511,13.298
1740,328,52.498,13.32
1741,363,52.511,13.396
1742,484,52.525,13.365
1743,522,52.514,13.52
1744,491,52.505,13.383
1745,346,52.504,13.403
1746,343,52.493,13.353
1747,365,52.522,13.454
1748,334,52.552,13.35
1749,461,52.49,13.377
1750,288,52.505,13.403
1751,479,52.492,13.458
1752,315,52.523,13.465
1753,390,52.513,13.411
1754,364,52.536,13.398
1755,320,52.549,13.345
1756,418,52.546,13.39
1757,342,52.513,13.434
1758,413,52.46,13.427
1759,398,52.554,13.435
1760,399,52.523,13.334
1761,371,52.458,13.29
1762,409,52.56,13.46
1763,399,52.548,13.401
1764,404,52.488,13.377
1765,407,52.52,13.348
1766,361,52.543,13.414
1767,344,52.486,13.36
1768,390,52.48,13.353
1769,436,52.465,13.423
1770,325,52.489,13.323
1771,382,52.474,13.442
1772,394,52.502,13.43
1773,441,52.471,13.429
1774,440,52.512,13.408
1775,300,52.393,13.42
1776,369,52.512,13.321
1777,364,52.393,13.424
1778,396,52.556,13.375
1779,447,52.483,13.434
1780,406,52.492,13.43
1781,418,52.522,13.38
1782,415,52.524,13.39
1783,371,52.549,13.451
1784,508,52.524,13.391
1785,436,52.502,13.457
1786,347,52.499,13.37
1787,335,52.467,13.331
1788,398,52.481,13.313
1789,403,52.507,13.399
1790,448,52.51,13.4
1791,361,52.506,13.313
1792,353,52.514,13.404
1793,368,52.504,13.409
1794,452,52.393,13.066
1795,425,52.595,13.335
1796,292,52.532,13.397
1797,368,52.527,13.334
1798,373,52.538,13.414
1799,387,52.494,13.383
1800,463,52.57,13.368
1801,332,52.487,13.324
1802,405,52.481,13.429
1803,373,52.484,13.32
1804,343,52.464,13.435
1805,337,52.438,13.38
1806,393,52.554,13.388
1807,340,52.489,13.301
1808,468,52.502,13.388
1809,433,52.439,13.46
1810,292,52.495,13.324
1811,369,52.485,13.375
1812,429,52.529,13.4
1813,429,52.527,13.352
1814,384,52.508,13.37
1815,252,52.484,13.385
1816,365,52.467,13.421
1817,263,52.487,13.325
1818,384,52.431,13.376
1819,360,52.513,13.428
1820,342,52.494,13.318
1821,485,52.523,13.402
1822,344,52.524,13.379
1823,425,52.544,13.399
1824,422,52.499,13.335
1825,338,52.535,13.353
1826,338,52.467,13.328
1827,340,52.485,13.363
1828,363,52.505,13.427
1829,302,52.391,13.402
1830,340,52.533,13.364
1831,394,52.495,13.415
1832,371,52.496,13.324
1833,349,52.472,13.335
1834,362,52.499,13.406
1835,380,52.501,13.456
1836,417,52.481,13.441
1837,399,52.504,13.333
1838,488,52.5,13.411
1839,429,52.506,13.439
1840,433,52.514,13.476
1841,339,52.528,13.343
1842,407,52.513,13.452
1843,473,52.526,13.52
1844,330,52.453,13.386
1845,349,52.532,13.42
1846,354,52.494,13.331
1847,332,52.498,13.325
1848,410,52.544,13.379
1849,405,52.523,13.433
1850,376,52.491,13.377
1851,423,52.605,13.357
1852,333,52.534,13.353
1853,377,52.513,13.459
1854,351,52.491,13.429
1855,323,52.494,13.363
1856,393,52.471,13.446
1857,352,52.532,13.334
1858,401,52.541,13.351
1859,358,52.506,13.374
1860,328,52.554,13.346
1861,374,52.546,13.358
1862,383,52.518,13.412
1863,359,52.492,13.42
1864,343,52.523,13.44
1865,403,52.522,13.384
1866,339,52.536,13.412
1867,441,52.524,13.403
1868,413,52.392,13.402
1869,328,52.527,13.328
1870,378,52.54,13.37
1871,246,52.537,13.275
1872,341,52.506,13.432
1873,476,52.503,13.448
1874,356,52.504,13.317
1875,386,52.52,13.327
1876,420,52.516,13.296
1877,223,52.493,13.339
1878,291,52.467,13.392
1879,384,52.501,13.409
1880,419,52.523,13.384
1881,322,52.501,13.412
1882,331,52.448,13.385
1883,475,52.522,13.414
1884,391,52.529,13.408
1885,374,52.504,13.391
1886,438,52.6,13.356
1887,340,52.496,13.296
1888,481,52.511,13.457
1889,415,52.493,13.445
1890,337,52.494,13.428
1891,299,52.506,13.459
1892,370,52.512,13.461
1893,389,52.505,13.431
1894,361,52.533,13.421
1895,336,52.481,13.32
1896,320,52.509,13.323
1897,352,52.488,13.437
1898,382,52.484,13.393
1899,378,52.51,13.461
1900,488,52.478,13.427
1901,384,52.542,13.42
1902,387,52.525,13.346
1903,325,52.535,13.356
1904,264,52.475,13.291
1905,428,52.39,13.42
1906,473,52.52,13.389
1907,285,52.499,13.304
1908,401,52.565,13.394
1909,328,52.474,13.295
1910,329,52.504,13.346
1911,285,52.497,13.308
1912,340,52.45,13.385
1913,351,52.501,13.429
1914,312,52.539,13.412
1915,333,52.476,13.427
1916,379,52.466,13.328
1917,375,52.52,13.47
1918,344,52.495,13.42
1919,179,52.47,13.462
1920,391,52.463,13.37
1921,325,52.529,13.317
1922,287,52.506,13.413
1923,352,52.544,13.418
1924,380,52.541,13.406
1925,383,52.501,13.357
1926,330,52.485,13.376
1927,384,52.44,13.459
1928,379,52.552,13.466
1929,394,52.507,13.398
1930,353,52.518,13.325
1931,329,52.444,13.386
1932,222,52.534,13.365
1933,451,52.508,13.349
1934,340,52.535,13.496
1935,376,52.485,13.379
1936,381,52.501,13.405
1937,439,52.43,13.26
1938,370,52.519,13.314
1939,409,52.497,13.391
1940,376,52.502,13.321
1941,419,52.524,13.412
1942,327,52.528,13.417
1943,379,52.507,13.392
1944,372,52.426,13.483
1945,347,52.499,13.348
1946,320,52.503,13.356
1947,355,52.5,13.348
1948,279,52.493,13.322
1949,358,52.488,13.3
1950,391,52.485,13.428
1951,374,52.494,13.402
1952,457,52.536,13.391
1953,452,52.431,13.374
1954,402,52.571,13.41
1955,309,52.489,13.39
1956,359,52.522,13.403
1957,287,52.435,13.389
1958,275,52.493,13.352
1959,300,52.533,13.341
1960,365,52.55,13.458
1961,420,52.539,13.396
1962,439,52.506,13.302
1963,456,52.517,13.418
1964,317,52.516,13.294
1965,307,52.487,13.323
1966,307,52.539,13.357
1967,310,52.493,13.38
1968,339,52.529,13.394
1969,359,52.491,13.426
1970,283,52.502,13.308
1971,332,52.503,13.317
1972,252,52.525,13.3
1973,404,52.495,13.421
1974,376,52.535,13.359
1975,320,52.523,13.306
1976,360,52.513,13.485
1977,364,52.522,13.327
1978,332,52.544,13.422
1979,463,52.416,13.495
1980,350,52.492,13.391
1981,284,52.502,13.296
1982,431,52.516,13.412
1983,413,52.482,13.431
1984,364,52.509,13.371
1985,399,52.502,13.382
1986,348,52.464,13.443
1987,338,52.441,13.459
1988,364,52.424,13.437
1989,330,52.5,13.31
1990,372,52.551,13.404
1991,324,52.501,13.312
1992,561,52.526,13.388
1993,367,52.509,13.302
1994,337,52.487,13.428
1995,344,52.529,13.407
1996,471,52.556,13.391
1997,369,52.528,13.379
1998,458,52.473,13.466
1999,310,52.492,13.337
2000,330,52.535,13.364
2001,325,52.514,13.435
2002,298,52.485,13.355
2003,335,52.488,13.428
2004,399,52.533,13.349
2005,308,52.515,13.292
2006,318,52.5,13.319
2007,481,52.536,13.473
2008,309,52.445,13.386
2009,346,52.468,13.467
2010,389,52.5,13.343
2011,373,52.495,13.422
2012,362,52.532,13.399
2013,408,52.51,13.45
2014,349,52.506,13.315
2015,385,52.465,13.443
2016,305,52.516,13.307
2017,411,52.565,13.407
2018,301,52.508,13.468
2019,305,52.511,13.445
2020,403,52.577,13.428
2021,417,52.47,13.341
2022,337,52.465,13.466
2023,429,52.46,13.435
2024,446,52.51,13.381
2025,349,52.496,13.422
2026,322,52.515,13.462
2027,368,52.489,13.341
2028,411,52.542,13.413
2029,367,52.471,13.443
2030,360,52.53,13.406
2031,439,52.453,13.438
2032,366,52.552,13.414
2033,384,52.523,13.357
2034,453,52.515,13.351
2035,373,52.483,13.431
2036,471,52.522,13.413
2037,343,52.424,13.436
2038,350,52.497,13.292
2039,256,52.506,13.46
2040,321,52.559,13.372
2041,294,52.494,13.366
2042,301,52.54,13.281
2043,355,52.541,13.348
2044,260,52.487,13.397
2045,323,52.55,13.39
2046,409,52.421,13.516
2047,426,52.549,13.368
2048,382,52.5,13.466
2049,349,52.505,13.367
2050,389,52.538,13.424
2051,361,52.485,13.449
2052,268,52.518,13.29
2053,306,52.505,13.473
2054,304,52.463,13.367
2055,402,52.492,13.388
2056,362,52.541,13.272
2057,313,52.496,13.35
2058,350,52.509,13.458
2059,341,52.505,13.402
2060,305,52.451,13.338
2061,392,52.47,13.443
2062,444,52.49,13.44
2063,416,52.512,13.415
2064,274,52.537,13.406
2065,426,52.556,13.38
2066,369,52.547,13.406
2067,323,52.519,13.415
2068,399,52.514,13.331
2069,339,52.465,13.386
2070,403,52.497,13.441
2071,366,52.548,13.352
2072,352,52.524,13.358
2073,371,52.506,13.391
2074,411,52.56,13.387
2075,360,52.494,13.438
2076,249,52.502,13.359
2077,313,52.517,13.461
2078,406,52.553,13.415
2079,408,52.594,13.361
2080,337,52.496,13.341
2081,346,52.533,13.411
2082,388,52.506,13.331
2083,269,52.386,13.425
2084,329,52.485,13.377
2085,385,52.526,13.338
2086,421,52.514,13.38
2087,385,52.522,13.417
2088,371,52.554,13.372
2089,306,52.477,13.342
2090,371,52.545,13.411
2091,342,52.489,13.398
2092,417,52.506,13.368
2093,409,52.494,13.49
2094,315,52.491,13.432
2095,314,52.534,13.406
2096,365,52.503,13.33
2097,324,52.515,13.305
2098,341,52.465,13.394
2099,406,52.424,13.486
2100,354,52.528,13.328
2101,353,52.51,13.419
2102,348,52.547,13.395
2103,329,52.481,13.314
2104,267,52.493,13.354
2105,399,52.488,13.431
2106,419,52.465,13.472
2107,247,52.6,13.355
2108,335,52.545,13.361
2109,434,52.512,13.393
2110,343,52.533,13.425
2111,346,52.566,13.378
2112,286,52.494,13.342
2113,286,52.498,13.41
2114,301,52.524,13.351
2115,352,52.534,13.359
2116,293,52.459,13.376
2117,386,52.5,13.425
2118,282,52.599,13.332
2119,337,52.473,13.299
2120,380,52.458,13.321
2121,431,52.547,13.39
2122,324,52.537,13.421
2123,330,52.53,13.426
2124,330,52.474,13.451
2125,356,52.486,13.426
2126,267,52.479,13.311
2127,390,52.507,13.379
2128,402,52.555,13.377
2129,362,52.512,13.497
2130,372,52.486,13.432
2131,294,52.508,13.46
2132,340,52.467,13.442
2133,358,52.498,13.407
2134,382,52.552,13.368
2135,352,52.506,13.408
2136,344,52.518,13.385
2137,361,52.505,13.307
2138,417,52.534,13.349
2139,292,52.488,13.361
2140,330,52.514,13.471
2141,350,52.552,13.366
2142,336,52.511,13.41
2143,352,52.457,13.394
2144,392,52.54,13.415
2145,427,52.46,13.436
2146,295,52.511,13.423
2147,398,52.481,13.437
2148,351,52.482,13.441
2149,281,52.547,13.405
2150,363,52.499,13.36
2151,368,52.511,13.428
2152,380,52.55,13.415
2153,351,52.532,13.394
